Date,Adj Close,Close,High,Low,Open,Volume
2023-01-03,88.96956634521484,89.69999694824219,91.55000305175781,89.0199966430664,89.83000183105469,20738500
2023-01-04,87.98763275146484,88.70999908447266,91.23999786376953,87.80000305175781,91.01000213623047,27046500
2023-01-05,86.06343078613281,86.7699966430664,88.20999908447266,86.55999755859375,88.06999969482422,23136100
2023-01-06,87.44210815429688,88.16000366210938,88.47000122070312,85.56999969482422,87.36000061035156,26612600
2023-01-09,88.07689666748047,88.80000305175781,90.83000183105469,88.58000183105469,89.19499969482422,22996700
2023-01-10,88.51331329345703,89.23999786376953,89.4749984741211,86.69999694824219,86.72000122070312,22855600
2023-01-11,91.50872039794922,92.26000213623047,92.44999694824219,89.73999786376953,90.05999755859375,25998800
2023-01-12,91.16157531738281,91.91000366210938,92.62000274658203,90.56999969482422,92.4000015258789,22754200
2023-01-13,92.0443344116211,92.80000305175781,92.9800033569336,90.93000030517578,91.52799987792969,18630700
2023-01-17,91.40953826904297,92.16000366210938,92.97000122070312,90.83999633789062,92.77999877929688,22935800
2023-01-18,91.03262329101562,91.77999877929688,93.58799743652344,91.4000015258789,92.94000244140625,19641600
2023-01-19,93.14527893066406,93.91000366210938,94.4000015258789,91.37999725341797,91.38999938964844,28707700
2023-01-20,98.4715576171875,99.27999877929688,99.41999816894531,95.91000366210938,95.94999694824219,53704800
2023-01-23,100.3858413696289,101.20999908447266,101.4000015258789,98.75,99.12999725341797,31791800
2023-01-24,98.40211486816406,99.20999908447266,101.08999633789062,98.69999694824219,99.55000305175781,27391400
2023-01-25,95.94232177734375,96.7300033569336,97.72000122070312,95.26200103759766,97.19999694824219,31000900
2023-01-26,98.35254669189453,99.16000366210938,99.20999908447266,96.81999969482422,98.27999877929688,24542100
2023-01-27,99.88990020751953,100.70999908447266,101.58000183105469,98.97000122070312,99.05000305175781,29020400
2023-01-30,97.15237426757812,97.94999694824219,99.40899658203125,97.5199966430664,98.74500274658203,24365100
2023-01-31,99.05675506591797,99.87000274658203,99.91000366210938,97.79000091552734,97.86000061035156,22306800
2023-02-01,100.60405731201172,101.43000030517578,102.19000244140625,98.41999816894531,99.73999786376953,26392600
2023-02-02,107.91402435302734,108.80000305175781,108.81999969482422,106.54000091552734,106.79000091552734,46622600
2023-02-03,104.36318969726562,105.22000122070312,108.0199966430664,103.30000305175781,103.51000213623047,36823400
2023-02-06,102.62743377685547,103.47000122070312,104.69999694824219,102.20999908447266,102.68499755859375,25573000
2023-02-07,107.16022491455078,108.04000091552734,108.66999816894531,103.5479965209961,103.62999725341797,33738800
2023-02-08,99.18568420410156,100.0,103.58000183105469,98.45500183105469,102.69000244140625,73546000
2023-02-09,94.68266296386719,95.45999908447266,100.61000061035156,93.86000061035156,100.54000091552734,97798600
2023-02-10,94.08756256103516,94.86000061035156,97.0199966430664,94.52999877929688,95.73999786376953,49325300
2023-02-13,94.2264175415039,95.0,95.3499984741211,94.05000305175781,95.01000213623047,43116600
2023-02-14,94.17680358886719,94.94999694824219,95.17500305175781,92.6500015258789,94.66000366210938,42513100
2023-02-15,96.3093032836914,97.0999984741211,97.33999633789062,94.36000061035156,94.73999786376953,36964500
2023-02-16,95.00005340576172,95.77999877929688,97.87999725341797,94.97000122070312,95.54000091552734,35642100
2023-02-17,93.81975555419922,94.58999633789062,95.75,93.44999694824219,95.06999969482422,31095100
2023-02-21,91.30043029785156,92.05000305175781,93.41500091552734,92.0,93.23999786376953,28367200
2023-02-22,91.0524673461914,91.80000305175781,92.36000061035156,90.87000274658203,91.93399810791016,29891100
2023-02-23,90.32840728759766,91.06999969482422,92.12999725341797,90.01000213623047,92.12999725341797,32423700
2023-02-24,88.62242126464844,89.3499984741211,90.12999725341797,88.86000061035156,89.62999725341797,31295600
2023-02-27,89.36629486083984,90.0999984741211,90.44999694824219,89.61000061035156,90.08999633789062,22724300
2023-02-28,89.56468200683594,90.30000305175781,91.44999694824219,89.5199966430664,89.54000091552734,30546900
2023-03-01,89.7729721069336,90.51000213623047,91.19999694824219,89.8499984741211,90.16000366210938,26323900
2023-03-02,91.55831909179688,92.30999755859375,92.4800033569336,89.7699966430664,89.86000061035156,23328600
2023-03-03,93.25438690185547,94.0199966430664,94.11000061035156,92.66000366210938,92.73999786376953,30242500
2023-03-06,94.80167388916016,95.58000183105469,96.30000305175781,94.30000305175781,94.36000061035156,28288200
2023-03-07,93.40315246582031,94.16999816894531,96.08999633789062,93.84400177001953,95.41999816894531,24101500
2023-03-08,93.87926483154297,94.6500015258789,96.23999786376953,94.40499877929688,94.40499877929688,25395200
2023-03-09,91.90546417236328,92.66000366210938,95.91999816894531,92.3550033569336,94.48999786376953,24438900
2023-03-10,90.26889038085938,91.01000213623047,93.18000030517578,90.80000305175781,92.5,32850100
2023-03-13,90.91361236572266,91.66000366210938,93.08000183105469,89.94000244140625,90.56500244140625,31508600
2023-03-14,93.48251342773438,94.25,94.83000183105469,92.77999877929688,93.06999969482422,32303900
2023-03-15,95.76378631591797,96.55000305175781,97.25,93.04000091552734,93.54000091552734,38367300
2023-03-16,100.24697875976562,101.06999969482422,101.97000122070312,95.87000274658203,96.56999969482422,54499500
2023-03-17,101.62565612792969,102.45999908447266,103.48999786376953,100.75,100.83999633789062,76140300
2023-03-20,101.0999755859375,101.93000030517578,102.58000183105469,100.79000091552734,101.05999755859375,26033900
2023-03-21,104.9781265258789,105.83999633789062,105.95999908447266,101.86000061035156,101.9800033569336,33122800
2023-03-22,103.37133026123047,104.22000122070312,107.51000213623047,104.20999908447266,105.13999938964844,32336900
2023-03-23,105.39471435546875,106.26000213623047,107.10099792480469,105.41000366210938,105.88999938964844,31385800
2023-03-24,105.19634246826172,106.05999755859375,106.16000366210938,104.73999786376953,105.73999786376953,25236200
2023-03-27,102.22077178955078,103.05999755859375,105.4000015258789,102.62999725341797,105.31999969482422,25393400
2023-03-28,100.53461456298828,101.36000061035156,103.0,100.27999877929688,103.0,24913500
2023-03-29,101.07022094726562,101.9000015258789,102.81999969482422,101.02999877929688,102.72000122070312,26148300
2023-03-30,100.49494171142578,101.31999969482422,101.61000061035156,100.29000091552734,101.44000244140625,25009800
2023-03-31,103.15311431884766,104.0,104.19000244140625,101.44000244140625,101.70999908447266,28108000
2023-04-03,104.05570983886719,104.91000366210938,104.94999694824219,102.37999725341797,102.66999816894531,20719900
2023-04-04,104.26399993896484,105.12000274658203,106.0999984741211,104.5999984741211,104.83999633789062,20377200
2023-04-05,104.09538269042969,104.94999694824219,106.54000091552734,104.10199737548828,106.12000274658203,21864200
2023-04-06,108.01322174072266,108.9000015258789,109.62999725341797,104.81500244140625,105.7699966430664,34684200
2023-04-10,106.07909393310547,106.94999694824219,107.97000122070312,105.5999984741211,107.38999938964844,19741500
2023-04-11,105.255859375,106.12000274658203,107.22000122070312,105.27999877929688,106.91999816894531,18721300
2023-04-12,104.36318969726562,105.22000122070312,107.58699798583984,104.97000122070312,107.38999938964844,22761600
2023-04-13,107.30900573730469,108.19000244140625,108.26499938964844,106.44000244140625,106.47000122070312,21650700
2023-04-14,108.56864929199219,109.45999908447266,109.58000183105469,107.58999633789062,107.69000244140625,20758700
2023-04-17,105.55340576171875,106.41999816894531,106.70999908447266,105.31999969482422,105.43000030517578,29043400
2023-04-18,104.26399993896484,105.12000274658203,107.05000305175781,104.77999877929688,107.0,17641400
2023-04-19,104.1648178100586,105.0199966430664,105.7249984741211,103.80000305175781,104.21499633789062,16732000
2023-04-20,105.03764343261719,105.9000015258789,106.88800048828125,104.63999938964844,104.6500015258789,22515300
2023-04-21,105.04756927490234,105.91000366210938,106.63999938964844,105.48500061035156,106.08999633789062,22379000
2023-04-24,105.91047668457031,106.77999877929688,107.31999969482422,105.36000061035156,106.05000305175781,21410900
2023-04-25,103.75816345214844,104.61000061035156,107.44000244140625,104.55999755859375,106.61000061035156,31408100
2023-04-26,103.59945678710938,104.44999694824219,107.0199966430664,103.2699966430664,105.55999755859375,37068200
2023-04-27,107.48754119873047,108.37000274658203,109.1500015258789,104.41999816894531,105.2300033569336,38235200
2023-04-28,107.33876037597656,108.22000122070312,108.29000091552734,106.04000091552734,107.80000305175781,23957900
2023-05-01,106.8329086303711,107.70999908447266,108.68000030517578,107.5,107.72000122070312,20926300
2023-05-02,105.11700439453125,105.9800033569336,107.7300033569336,104.5,107.66000366210938,20343100
2023-05-03,105.255859375,106.12000274658203,108.12999725341797,105.62000274658203,106.22000122070312,17116300
2023-05-04,104.35326385498047,105.20999908447266,106.30000305175781,104.69999694824219,106.16000366210938,19780600
2023-05-05,105.35008239746094,106.21499633789062,106.44000244140625,104.73899841308594,105.31999969482422,20710600
2023-05-08,107.35859680175781,108.23999786376953,108.41999816894531,105.79000091552734,105.79499816894531,17266000
2023-05-09,107.06103515625,107.94000244140625,110.59500122070312,107.7249984741211,108.77999877929688,24782400
2023-05-10,111.36569213867188,112.27999877929688,113.51000213623047,108.4800033569336,108.55000305175781,47533500
2023-05-11,115.94807434082031,116.9000015258789,118.44000244140625,114.93000030517578,115.86000061035156,57115100
2023-05-12,116.95977020263672,117.91999816894531,118.26000213623047,116.55000305175781,117.0,31293800
2023-05-15,116.00757598876953,116.95999908447266,118.79499816894531,116.4800033569336,116.48999786376953,22107900
2023-05-16,119.11209869384766,120.08999633789062,121.19999694824219,116.83000183105469,116.83000183105469,32370100
2023-05-17,120.49078369140625,121.4800033569336,122.27999877929688,119.45999908447266,120.18000030517578,26659600
2023-05-18,122.51417541503906,123.5199966430664,123.9000015258789,121.48999786376953,121.55999755859375,27014500
2023-05-19,122.24636840820312,123.25,126.47899627685547,122.72000122070312,124.19999694824219,30268900
2023-05-22,124.84502410888672,125.87000274658203,127.05000305175781,123.44999694824219,123.51000213623047,29760200
2023-05-23,122.28604125976562,123.29000091552734,125.41999816894531,123.05000305175781,124.93000030517578,24477900
2023-05-24,120.64947509765625,121.63999938964844,122.75,120.75,121.87999725341797,23087900
2023-05-25,123.33740234375,124.3499984741211,125.9800033569336,122.9000015258789,125.20999908447266,33812700
2023-05-26,124.40862274169922,125.43000030517578,126.0,123.29000091552734,124.06500244140625,25154700
2023-05-30,123.62503814697266,124.63999938964844,126.37999725341797,122.88999938964844,126.29000091552734,27230700
2023-05-31,122.36539459228516,123.37000274658203,124.9000015258789,123.0999984741211,123.69999694824219,41548800
2023-06-01,123.35723876953125,124.37000274658203,125.04000091552734,123.30000305175781,123.5,25017700
2023-06-02,124.21024322509766,125.2300033569336,126.74500274658203,124.3499984741211,124.48999786376953,19367500
2023-06-05,125.59883117675781,126.62999725341797,127.98999786376953,124.37999725341797,124.61000061035156,22672500
2023-06-06,126.86841583251953,127.91000366210938,128.8800048828125,125.97000122070312,126.5999984741211,19450100
2023-06-07,121.93888854980469,122.94000244140625,129.5500030517578,122.62999725341797,127.57499694824219,34179300
2023-06-08,121.67108917236328,122.66999816894531,123.7300033569336,122.01000213623047,122.58499908447266,24815000
2023-06-09,121.86946105957031,122.87000274658203,124.28500366210938,122.41999816894531,122.55999755859375,20304500
2023-06-12,123.33740234375,124.3499984741211,124.75,122.3499984741211,123.3949966430664,22255700
2023-06-13,123.41675567626953,124.43000030517578,125.86000061035156,123.84500122070312,125.6500015258789,19287700
2023-06-14,123.3671646118164,124.37999725341797,124.79000091552734,122.16000366210938,123.80000305175781,24659600
2023-06-15,124.76567840576172,125.79000091552734,126.16000366210938,123.13999938964844,123.87999725341797,24517100
2023-06-16,123.04977416992188,124.05999755859375,126.69999694824219,123.79000091552734,126.69999694824219,56699200
2023-06-20,122.84149169921875,123.8499984741211,125.17500305175781,122.83000183105469,123.53500366210938,22698000
