Date,Adj Close,Close,High,Low,Open,Volume
2023-01-03,232.94827270507812,239.5800018310547,245.75,237.39999389648438,243.0800018310547,25740000
2023-01-04,222.75836181640625,229.10000610351562,232.8699951171875,225.9600067138672,232.27999877929688,50623400
2023-01-05,216.1562957763672,222.30999755859375,227.5500030517578,221.75999450683594,227.1999969482422,39585600
2023-01-06,218.70379638671875,224.92999267578125,225.75999450683594,219.35000610351562,223.0,43613600
2023-01-09,220.83316040039062,227.1199951171875,231.24000549316406,226.41000366210938,226.4499969482422,27369800
2023-01-10,222.51527404785156,228.85000610351562,231.30999755859375,227.3300018310547,227.75999450683594,27033900
2023-01-11,229.24371337890625,235.77000427246094,235.9499969482422,231.11000061035156,231.2899932861328,28669300
2023-01-12,231.90785217285156,238.50999450683594,239.89999389648438,233.55999755859375,235.25999450683594,27269500
2023-01-13,232.60794067382812,239.22999572753906,239.3699951171875,234.9199981689453,237.0,21333300
2023-01-17,233.6969757080078,240.35000610351562,240.91000366210938,237.08999633789062,237.97000122070312,29831300
2023-01-18,229.28260803222656,235.80999755859375,242.3800048828125,235.52000427246094,241.57000732421875,30028700
2023-01-19,225.510009765625,231.92999267578125,235.52000427246094,230.67999267578125,233.77999877929688,28623000
2023-01-20,233.57054138183594,240.22000122070312,240.74000549316406,234.50999450683594,234.86000061035156,35389800
2023-01-23,235.86521911621094,242.5800018310547,245.1699981689453,239.64999389648438,241.10000610351562,31934000
2023-01-24,235.34014892578125,242.0399932861328,243.9499969482422,240.44000244140625,242.5,40234400
2023-01-25,233.94976806640625,240.61000061035156,243.3000030517578,230.89999389648438,234.47999572753906,66526600
2023-01-26,241.13519287109375,248.0,248.30999755859375,242.0,243.64999389648438,33454500
2023-01-27,241.29075622558594,248.16000366210938,249.8300018310547,246.8300018310547,248.99000549316406,26498900
2023-01-30,235.99160766601562,242.7100067138672,245.60000610351562,242.1999969482422,244.50999450683594,25867400
2023-01-31,240.95045471191406,247.80999755859375,247.9499969482422,242.9499969482422,243.4499969482422,26541100
2023-02-01,245.75372314453125,252.75,255.17999267578125,245.47000122070312,248.0,31259900
2023-02-02,257.27569580078125,264.6000061035156,264.69000244140625,257.25,258.82000732421875,39940400
2023-02-03,251.19873046875,258.3500061035156,264.20001220703125,257.1000061035156,259.5400085449219,29077300
2023-02-06,249.6624298095703,256.7699890136719,258.29998779296875,254.77999877929688,257.44000244140625,22518000
2023-02-07,260.1537170410156,267.55999755859375,268.7699890136719,260.0799865722656,260.5299987792969,50841400
2023-02-08,259.34674072265625,266.7300109863281,276.760009765625,266.2099914550781,273.20001220703125,54686000
2023-02-09,256.3227844238281,263.6199951171875,273.9800109863281,262.79998779296875,273.79998779296875,42375100
